	tweet_id	adr_mention	tweet_text
25	436709253475467265	0	<user> darth alexander 9 </user> <user> habschick 66 </user> <user> the real sophie 1 </user> <user> msdcool 13 </user> latuda . <repeated> made in the usa and new . damn thing is a rockstar
26	348318586592456704	0	<user> it hl123 </user> <user> kjq 515 </user> oh oh oh oh ! this is too fucking perfect . <repeated> look up olanzapine . <repeated> ola be curing mental disorders . be healed ! i cast thee out !
27	509730104508186624	0	consider buprenorphine more often esp for bone pain . good safety profile . good in renal and hepatic impairment . dr davis <hashtag> pal care congress </hashtag>
28	533270855066062848	0	<user> diana_aarp </user> meridia audience survey on independent living in puerto rico . <hashtag> i heart caregivers </hashtag> <url>
29	342012373827190784	0	<user> jenny elliott 88 </user> very true . maybe you might need a higher dose of the <hashtag> humira </hashtag> like 2 shots or even a different <hashtag> biological </hashtag> drug ? ! <repeated>
30	447532594909827072	0	i laid up for hours in a daze retracing the expanse of your american back with adderall and weed in my veins
31	535023774949986304	0	<user> kin yan boy </user> nope , that pastor in buru was not a politician ! <repeated> any idea how sildenafil citrate works ?
32	342222942853287936	1	<user> zy my mar </user> stopped zoloft cold turkey after i became suicidal , stopped effexor because i was numb .
33	386185521955086337	0	<user> p robinson comedy </user> the <hashtag> scandal hangover </hashtag> is real like holyfield in this camp . so <elongated> stoked 4 s3 . imma need some boniva cuz i stay <bowing> 2 sr & team
34	493132359642779648	0	interesting news on future use of atorvastatin <hashtag> statin </hashtag> <hashtag> cholesterol </hashtag> thanks to <user> pjonline _ news </user> <url> <hashtag> harvard health </hashtag> <hashtag> drugs </hashtag>
35	333828274151100418	0	i remember when i got cymbalta & lunesta mixed up > . <
36	511015600047792129	0	told bro i was 19 and just getting off a suboxone program and he was like ' u go hard bruh '
37	340270224442019840	0	<user> chaotic ennui </user> im hell on wheels . i just wish cymbalta made a 15mg capsule .
38	341942503806734337	0	<user> prozac </user> yeah goodbye mental health
39	524733150313070593	0	<user> faux holgorsen </user> i will bring the balloons if you bring the suboxone and mescaline .
40	342148171687940097	0	do i feel weak because of running out of symbicort 400/12 , because of strenuous gardening , or because of rivaroxaban ( xarelto ) ?
41	345957732899254272	0	3 norcos and a seroquel had that answer .
42	340555351982219265	0	""" "" "" <user> uberfacts </user> : bananas contain a natural chemical that can make a person happy - the same chemical found in prozac . "" "" """
43	351412912709054465	0	<user> nigel _ me </user> i went , he gave me my quetiapine , then i left and he did not say anything so <happy>
44	497565532611035136	0	<user> keala flare </user> lol yeah nuvaring or something . np . <smile> ️
45	540759810577551360	0	fettucini vineyards entangles grimy albuterol flavors and a hedonistic millet aftertaste in their 1998 sauvignon blanc . <hashtag> mtvstars </hashtag>
46	352038390339878913	1	my choice was more <hashtag> surgery </hashtag> on 6 - ft small bowel or <hashtag> biologics </hashtag> like <hashtag> humira </hashtag> . now <hashtag> chemo </hashtag> is my only hope 2 treat <hashtag> lung </hashtag> side effect . <hashtag> crohn s </hashtag>
47	341445222435287041	0	levaquin wed upon rope do a mischief heraldic device ruptures . : . kuj
48	518270181555310593	0	<user> lady who waits </user> i am so sorry about your chf from avandia & now a broken leg ! oh my ! sending you positivity & comfort my friend .
49	541811470875758592	0	drugs / / oxycodone is the best two or three and i am fucking gone
50	536923762588135427	0	just spilled half of my thyroid pills all over the bathroom floor . free levothyroxine for everyone !
51	532325662002933761	0	<user> my fema ninja </user> <user> my white ninja </user> nexium
52	498564546672742400	0	<user> l_ marielle </user> i found it easier to just inject with the syringe , do you like the auto injector ? of course i am on aubagio now .
53	465725995606343680	0	<user> joeyl 06 </user> no . i have a prescription for norco and neurontin but both are at my apartment . i am an hour away at my parents .
54	541856911327760384	0	just be on the safe side and take otc melatonin for sleep . ambien and lunesta is a no no . lol
55	541757585066827776	0	<user> queen mathlete </user> remember , nuclear utilities like exelon also have coal , gas , and renewables in rate structure . role ambiguity much ?
56	349132601933561858	0	rt <user> es cardio </user> : no definitive recommendation on how / whether <hashtag> cardio version </hashtag> can be done on apixaban - sh hohnloser <hashtag> ehr a euro pace </hashtag>
57	347519743877582852	0	rt <user> nejm </user> : report : a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity . <url> . <repeated>
58	450579067503661056	0	how many times are we going to be told about thalidomide
59	331640015182512128	0	a diagnoses of secondary insomnia and being without my trazodone is <hashtag> why i cant sleep at night </hashtag> . bummer .
60	353652100678434816	0	<user> kelly ayotte 1 </user> judgement of my sanity latuda and one more thing
61	540398316509757440	0	a <url> your bff knows how constipated you have been & she gets u free miralax samples . true friendship , folks . lol <url>
62	340556343473762304	0	""" طل ! انقلبت شاذي ولا استانست "" "" <user> uberfacts </user> : bananas contain a natural chemical that can make a person happy - the same chemical found in prozac . "" "" """
63	437585653774422016	0	<user> denni gregory </user> i understand this had crohns for 26 years now . i am on infliximab it is a biologic like humira one made with mouse protein . <repeated>
64	498738906003931136	0	<user> p_codetw it </user> <user> data monitor mark </user> just so i am clear , is your argument that exubera = dynatac and afrezza = iphone ?
65	331573372012077057	0	i will be in my room overdosing on trazodone if you want me peace love and goodbye to you goodbye to everything that i new <elongated>
66	352923623511691265	0	skipping the <hashtag> la tu da </hashtag> tonight . dunno if my side effects are that or <hashtag> cogent in </hashtag> so once both are outta my system i will take 40mgs instead of
67	501552144030244867	0	so , why not make a condom out of nuvaring material . seriously .
68	374985463091568640	0	aliskiren might be the biggest disappointment in the last 10 years . kudos for investing in the science , tho . <hashtag> esc congress 2013 </hashtag>
69	447482389942370304	0	<user> do c rhum a to </user> agree more info on prolia + bio needed . some data for ra it not only inhibits erosions but acr scores . do not use combo often .
70	341001865607127041	0	the key to ultimate success and unlimited money is to develop a sore throat lozenge that actually works <hashtag> fast relief my ass </hashtag>
71	347374260358103040	0	shit , injected humira last night into my leg and i just slammed my elbow down on the exact spot . ouchie ! <repeated>
72	459763533115564032	1	<user> ana_m_q </user> the enbrel that i was taking to help my rheumatoid arthritis was doing a good job , but it crashed my immune system . it is a drug
73	349184456558518272	1	<user> os cli </user> every time i forget seroquel , i end up rage breaking things eg - my laptop facepalm <emphasis>
74	341563424943247362	0	<user> upworthy </user> <hashtag> mental health matters </hashtag> a really great advert , try to think of depression without the cymbalta umbrella .
75	533532538586025984	0	<user> mark ole rosso </user> <user> amanda jp17 </user> docs gave me ventolin and a spacer thing to use it with ( to make sure i use it properly ) and i do not have asthma !
76	534132324209025024	0	<user> daisy jd </user> synthroid stays in the body longer so it is not as pronounced .
77	447425901106454528	0	<user> glenda dean </user> oh no , so many have that fibromyalgia . lyrica seems to be a good nerve pain rx
78	343602709519273985	1	<user> harry d fish </user> <user> del tri mental </user> joe is on pristiq and he gets weird brain zap / twitch things too .
79	482214335331438592	0	just ordered so much loperamide that the pharmacist had to come over and check with me that the doctor had got it right . <hashtag> j pouch </hashtag> <user> j pouch life </user>
80	539989166826979328	0	when you find out you should be prescribed with metformin to reduce insulin levels for pcos but your doctor always said its bc im fat lol .
81	536934212948221952	0	i have discovered nexium and today for lunch i had two burritos and an entire package of salami just because i could and omg , omg omg yes <elongated>
82	340284744795320320	0	eating paleo but taking prozac kinda defeats the purpose , right ?
83	333391626103832576	0	""" : <user> fadekidd 17 </user> : depressed . "" cymbalta ?"
84	331633856123899904	0	trazodone > > >
85	349563701394808832	0	cool , the humira commercial just made me lose my appetite .
86	328874563976957952	0	""" rt <user> chris </user> elliot fund j rexer : "" "" bt patients on memantine show inc'd cognitive ability "" "" <hashtag> brain tumor thursday </hashtag> <hashtag> sno 2012 </hashtag> <hashtag> brain cancer action week </hashtag> """
87	519952742752612352	0	<user> chetan bhawan i </user> will it not be wrong between ventolin or re camera ^ ^ lol <elongated> <hashtag> joke </hashtag> .
88	333828451192692736	0	i was like are you tired . <repeated> cymbalta can help . <repeated> cymbalta is for depression
89	344865165608636416	1	<user> gucci greenery </user> i felt drugged on ritalin . i love vyvanse . i can not tell i am on it except for feeling better and calmer and more structured
90	461957549072605184	0	jackie christie musta reupped her prolia shot before the reunion show <hashtag> knuck if you buck </hashtag> <hashtag> bbwla </hashtag>
91	525512801570525184	1	i think advair makes my skin dry
92	538881561555247104	0	ah man , your lunesta is on back order ! <repeated> no sleep for you !
93	499294929437593600	0	rx misplaced or stolen . the cost of advair is so completely unreasonable . need it filled now and the cost is <money> . <hashtag> advair </hashtag> <hashtag> glaxosmithkline </hashtag>
94	525412932776394752	0	""" <user> mall eli s </user> also her medical job uses "" "" suboxone strips "" "" so she wants 2 be a suboxone stripper 4 halloween and educate people about her job """
95	467495325100675073	0	<user> kr douglass </user> big pharma would rather pimp their toxic tnfs like humira or enbrel . no thanks , pass the bananas please !
96	531993419649126400	0	nexium solves most problems in this house .
97	526073230571077632	0	<user> essential quo </user> ' intravenous imodium sounds like a good name for a band !
98	353503396331921409	1	going off paxil cr cold turkey is something you should never ever do if you value your brain cells .
99	359908548756508672	0	ah yes i forgot how fucking bad the saphris tastes
100	342274012656848897	0	$ eln orval's expanding the market and tysabri best drug for its indication . biib now incentive to position tysabri for current indication .
101	340477522473009153	0	you are so happy , you are like santa on prozac at disneyland getting laid
102	342090971107958784	0	<user> dom loves raisa </user> oh dear . <repeated> i mean depression sucks but come on are you that bad ? cymbalta can help .
103	349423962758979584	0	<user> deepika jiah </user> <user> justice 4jiahk </user> all she needed for her major depression was a pill of pristiq or cymbalta . u cud have saved her , how do u feel now
104	466916165072453632	0	<user> e mcmillan scott </user> <user> show _your_h and </user> thalidomide survivors thank you edward for all your past and ongoing support for our campaign .
105	326393205811720192	0	""" mañana biocinves 2013 , presentaré mi trabajo "" "" effect of fluoxetine , bupropion and yohimbine on proceptivity and receptivity in naturally . <repeated> "" "" """
106	354135403655213056	0	<user> gac _ dirty talk </user> what the hell is vimpat & keppra ? & the only bitch here is you.can not drop it and move on can you . <repeated> nope drama .
107	517954074465947648	0	<user> brat in elo </user> next line after nevirapine and efavirenz hehe . <user> cortez ryan 32 </user>
108	343476486642204672	0	<user> the brandi </user> i was on that . class action law suit against paxil for ruining our relationships ?
109	343511850480177152	0	it is very early prop from ricola throat lozenge advertisements . <user> roadshow pbs </user> <hashtag> antiques roadshow </hashtag> <user> r i laws </user>
110	340939791950544897	0	the fact that i had to stop taking lamictal really pisses me off because that is the only mood stabilizer left that does not cause weight gain
111	447454597854924800	0	""" : <user> all hail krissy </user> : i need a new adderall prescription <weary> "" when you get that . <repeated> pop it of <elongated>"
112	480915732994088960	0	can not find my flovent inhaler <confounded> <weary>
113	347741847411642370	0	can someone send a shipment of effexor up to the heavenly vault ?
114	351619134334832641	1	today's pristiq withdrawal symptom : my eyeballs make a sound like star trek doors when i move them . <hashtag> wtf </hashtag>
115	332115581132238851	0	<user> blah_blah_mastr </user> ramipril better than captopril . escitalopram better than fluoxetine . ranitidine is better than cimetidine .
116	459698432543047680	1	hello hughniverse ! i have been away because i spent two weeks in the hospital . the enbrel i was taking helped my ra , but trashed my immune
117	344694932386217984	0	rt <user> vyvanse swag </user> : the vyvanse life is a lonely life , but it is the only life for me ,
118	530194731813183488	0	<user> della quella </user> <user> wifey of a sailor </user> nope . that is myth . fda says synthroid is unstable and varies in potency but natural desiccated thyroid from > >
119	506731957410349056	0	<hashtag> s tics </hashtag> trial : no effect of rosuvastatin on icu stay or time to hospital discharge - barbara casadei <hashtag> esc congress </hashtag>
120	529146643225276417	0	where the sildenafil
121	350083196530073602	0	lamotrigine was still 30 - fold less that in peripheral metastases , indicative of a critical limiting role of the btb .
122	345229033291780096	0	""" rt <user> skitzo ette </user> : "" "" bob used to go to the doctor a lot , but since he started taking xarelto with his evening meals and killing hookers , he is fee . <repeated> """
123	447986439603515392	0	a girl is telling me about how she is taking adderall and defending herself about it and it is so great and i really do not care
124	527417944809037824	0	nexium saved my stomach today
125	508410578101366785	0	<user> the lee williams </user> <user> lanna texas gal </user> <user> jankjellberg 1 </user> <user> once a tweeter </user> needs few doses of sildenafil <wink> <url>
126	349186292556378112	0	rt <user> jake in real life </user> : * batman voice * do you have a lozenge
127	526002600366571520	0	<user> yank kulak </user> nexium
128	340557826495741952	0	""" "" "" <user> uberfacts </user> : bananas contain a natural chemical that can make a person happy - the same chemical found in prozac . "" "" - i coulda had bananas ? """
129	538095031152701441	0	<user> cherry rae </user> i have some diclofenac from a doc to try , which i will right now .
130	458951946871660544	0	i was finally able to take temazepam and i am so excited to finally sleep i am so tired i could cry only i am too tired to cry
131	528733532341141504	0	metformin is often the drug of choice for type 2 diabetes because it has multiple benefits and is less likely to cause weight gain .
132	466897690345738240	0	<hashtag> bbc </hashtag> audio : effects of thalidomide ' were horrific ' : david mason discusses the effects of the drug thalidomide , prescrib . <repeated> <hashtag> yay si te amo </hashtag> . <repeated>
133	526048246167126017	0	<user> seeking alpha </user> tamiflu is not licensed to gsk . <repeated> roche
134	350320588973277184	0	the fluoroquinolone syndrome <- have you experienced side effects from taking quinolones antibiotics ( e . g . cipro ) ?
135	345982141924012032	0	<user> che noite </user> thanks , yeah he told me that cipro is an intermediate antibotic , he said i needed something a lot stronger .
136	506890598524411904	0	<user> espn </user> i wonder how sleepy chris fowlers game is ? probably lunesta levels ! cf you are an arrogant tosser
137	539466283398758400	0	oxycodone is one hell of a drug . <wink>
138	341920414060138497	0	<user> hello i m marta </user> <user> prozac </user> <user> mary_ey </user> i do not accept negative answers , so we can do it . it will work . <heart>
139	350429791851261952	1	i stopped taking my seroquel because i hate it . i can barely function on it , hopefully my cpn & psychiatrist can advise a ' nicer ' med .
140	446826043463041024	0	acomplia rimonabant - slimming tablet just before shrink weigh : . hpl
141	360819522598477824	0	<user> dr sanjay gupta </user> i had paroxysmal afib , was taking metoprolol which did nothing , now taking 1200mg of magnesium daily . cured over 18 mos . now .
142	382180376694640640	0	fosamax side femur fractures esophagus problems hardening of the jaw ( osteonecrosis ) toll free 1 . <phone> se habla espanol .
143	507229419786612736	0	<user> cvs health </user> <user> cvs health </user> i guess you can drop profits from smoking because you are raping us on crestor
144	435583810051137537	0	<user> alix sar </user> so mom is now on xarelto and brilinta to prevent clotting around her stents ( good names for a pretty rad buddy cop movie ) . <repeated>
145	333613758305943552	0	~ fangirlea ~ me sigue cipro sdkjdfhkjfdhkj <laugh> <elongated> ! <repeated>
146	518075914304106497	0	any <hashtag> endo sisters </hashtag> been prescribed buprenorphine patches ? how serious is the ' no alcohol ' part ? <hashtag> endometriosis </hashtag> <hashtag> pain or wine </hashtag>
147	490963964499476480	1	as effective as enbrel is on my <hashtag> rheum </hashtag> i really could do without the second-day hangover .
148	538578200943538176	0	and fentanyl time . <repeated> and dialudid time . <repeated> and versed time . <repeated> and oxycodone time . <repeated> <url>
149	458491744732991488	0	if using blood thinner pradaxa see <user> ctv news </user> <date> episode with lisa . laflamme and get informed
150	341966014826815489	0	today , the only thing i am thankful for is vyvanse .
151	351705584560652290	0	<user> pi munchers </user> oh , i take fluoxetine , 40mg of it . it works pretty well , i do not hide under things as much as i used to lmao
152	460803164132741123	1	<user> soccer void </user> mine was sleep paralysis . i hope you are not on viibryd
153	534510434544795648	0	sally field , blythe danner sees your boniva and raises you prolia . a very careful feud ensues ! <repeated> <hashtag> divas </hashtag> <hashtag> osteoporosis </hashtag>
154	351422848214118401	0	has anyone looked at the costs of 6 months of vte rx with apixaban vs lmw heparin plus warfarin ? lmw heparin is not cheap !
155	348287890146603010	0	<user> tabby darling </user> i have multiple health issues and disorders : lamictal , lisinopril , strattera , buspar , risperdol , trazadone , corig , cogenton , klonopin
156	449187372672884736	0	<user> mighty casey </user> me too i had great benefit with vioxx but the cv issues really concern me .
157	339955686186291200	0	i fully believe these nicotine patches have made it possible to get this far with not smoking .
158	349104655759994880	0	<user> psychotic dancer </user> when i first started lithium it was weekly but it is now every 3 months . i guess they can do the bloods for olanzapine then
159	450415020094939136	0	""" people having fun and enjoying this beautiful sunday and i am over here like . <repeated> "" "" saxagliptin - onglyza for diabetes in 2.5 & 5 mg tablets "" "" <coldsweat> """
160	354423657386356736	0	xarelto is one pill a day . xarelto may cause uncontrollable bleeding . ask your doctor about xarelto .
161	495170297629511680	0	""" esps - 2 of aggrenox used 50mg asa because e = european and "" "" baby asa "" "" = 50mg europe . <hashtag> neuro conf </hashtag> """
162	530752294640689152	0	montanaro : 3 . lansoprazole x-reacts with rabeprazole but not any others <hashtag> a caa i </hashtag>
163	374521277308239872	0	<user> 60 minutes </user> fbi chicago stole seven 10mg bystolic pills from my husband ( taken for high blood pressure ) . <repeated>
164	345589360407740416	0	combination therapy with teriparetide in osteoposis - yes with denosumab or zol , no with alendronate . via ralston at <hashtag> eular 2013 </hashtag>
165	343482701816418304	1	cymbalta , my mood has worsened
166	524314150550257665	0	<user> metrouk </user> makes sense since pfizer was originally developing sildenafil nitrate to treat high blood pressure
167	350948934505594880	0	<hashtag> lur as i done </hashtag> has low propensity for <hashtag> weight gain </hashtag> and <hashtag> metabolic </hashtag> disturbances making it attractive option for <hashtag> bipolar </hashtag> <hashtag> depression </hashtag> <hashtag> mh chat </hashtag> <hashtag> mh </hashtag>
168	493866374918590464	0	my office is so weird . a conversation about crack and freebase currently happening in the background . this morning is was nuvaring mishaps
169	536706198570299392	0	when you find a lunesta sample in your drug drawer > > >
170	387769678610702336	0	on a pizza that is in the oven and take my latuda
171	540925495714394112	0	<user> don lemon </user> i have treated severe asthma pt . that went into resp . arrest , started to assist resp with a bvm and albuterol pt come back .
172	328867928357363712	0	<user> zombie _elvira </user> cbt and moving onto fluoxetine was good for me . recently been slipping back into low moods though . <repeated> so yeah i agree > _ <
173	348973695575937024	0	canagliflozin demonstrates better glycemic control and body weight reduction versus sitagliptin in a 52 weeks clinical study <hashtag> 2013ada </hashtag>
174	487432197700608000	0	<user> de <elongated> an nuhh </user> take meclizine if you feel nauseous , or loperamide if you gots da poops .
175	333267353099972609	0	<user> i am carrie e <elongated> </user> <user> nicclark 83 </user> i have a consultant letter saying i must have lamictal - things were ok for 3 months , annoyed it is started again
176	331513192838737920	0	<user> dementia today </user> memantine has a limited effect , more focus should be on reducing agitation and not just with pharmacology <wink>
177	538946385278554113	0	ok ni nama dia brunch factory . brunch = breakfast + lunch . <repeated> tu antara menu dia . <url>
178	332070396104953857	1	""" "" "" prozac and paxil have the same effects . "" "" well , shit . no wonder i fucking have insomnia after i told him i have it . """
179	491187142417059840	0	time to <hashtag> feed the machine </hashtag> . i am gonna get my $ worth out of my atorvastatin
180	342126695651868672	0	<user> that cute fag _ </user> vyvanse dude , i do the same shit all the time .
181	461546798344323072	0	<user> j moller lbp </user> i do not even know what thalidomide is . <hashtag> old </hashtag>
182	533282956479975425	0	straight in . <repeated> thanks xopenex you got me to november but onky every 4-5 hours is kinda scary . albuterol is every hour . <repeated>
183	459965604762382337	1	<user> jackie brown 6161 </user> <user> shirley alexis </user> <user> cfs unravelled </user> gabapentin & tramadol do not work for shit . make me sick . i hate them but can not get others
184	397789059331801088	0	$ regn - <money> / share target from at dbab , up from <money> - - eylea beat and raise . robyn karnauskas ia nalyst
185	350917567763849217	0	omg seroquel i need you so bad rn .
186	520049334680027136	0	<user> the meth maze </user> i had to do my own research . i taught my doctor . i wrote letters to the ministry of health , all sorts of things for suboxone
187	333033932952051713	0	trouble in math ? cymbalta can help
188	342392894725971968	0	humira shot done - hopefully a lifesaver
189	526772831372066816	0	<time> ventolin - halasan bazar & tara king th . - 8( moon glyph )
190	450468467318091776	0	<user> ed show </user> just few rx butrans patch 10 mcg <money> , crestor 10mg <money> , cymbalta <money> this is just a one month supply total <money> i am on disability
191	343837276377321473	0	mason has been a little more anxious and moody lately . his dr and i agreed to increase his dosage . currently on prozac , lamictal and abilify
192	534048813212651520	0	really ? you think taking miralax while pregnant caused your kids autism ? i guess you really can not fix stupid
193	455991061417316352	0	baumbach : spiriva accounted for over 3.5 bn eur in 2013 , up almost <percent> 4 </percent> , pradaxa up <percent> 16 </percent> to 1.2 bn eur <hashtag> bi apc </hashtag>
194	345143667763318785	0	50mg of vyvanse and a large hazelnut coffee from dd <hashtag> breakfast of champions </hashtag>
195	528476156170096640	0	what would i do without my flovent
196	350949302610305025	0	rt <user> global me ded </user> : <hashtag> lur as i done </hashtag> has low propensity for <hashtag> weight gain </hashtag> and <hashtag> metabolic </hashtag> disturbances making it attractive option for <hashtag> bipolar </hashtag> <hashtag> depre </hashtag> . <repeated>
197	341367333589237760	0	here is to hoping this baclofen does the trick tonight . <repeated>
198	342681672229191680	0	<user> djhall 42 </user> <user> jenna townsend 13 </user> uh <elongated> actually vyvanse * * *
199	347465120231858177	0	rt <user> nejm </user> : report : a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity . <url> . <repeated>
200	341598477270257664	0	wondering whether taking extra fluoxetine will cause any noticeable increase in my blood levels or whether it will be mostly placebo ?
201	526236485406564354	0	7-11 clerk said i had nice eyes as i purchased imodium pills
202	342587342541959168	0	<user> ak_b money </user> vyvanse haha , i have not been taking it regularly and i did yesterday so i am wired
203	446781813898608643	0	was gonna eat adderall for dinner but <user> harrelson _al </user> saved the day by bringing $ $ to the library so i could eat this ! <repeated> <url>
204	343607733133647872	0	speaking of vyvanse , mine is wearing off .
205	342944016616259585	1	<user> man nypresh 602 </user> word . i have been fuckin tweakin out on vyvanse and writing hella verses
206	541141605743599616	0	<user> mehr runn is a </user> sorry lansoprazole or nexium usually neutralizes the acid and allows the ulcer heal .
207	343943149804191745	0	rt <user> love karri gan </user> : sounds like everyone needs a big dose of cymbalta tonight
208	344775897645207552	0	that moment when your vyvanse kicks in and you write down all these lists but only get as far as writing them down . <hashtag> short attention span d </hashtag>
209	469633361892212736	0	the brief celebration of vioxx on today's <user> pti </user> made me so happy .
210	522485091537518593	0	<annoyed> in a quandary . suspect hypermobile 11 has a small shoulder sublux . now not sure if should take her 2 a & e - have given scripted diclofenac
211	345360403464876032	0	what drugs do you take ? well i was on lithium seroquel and abilify but i stopped taking them ha ha
212	330487120915480577	0	the guy in this movie is on trazodone , abilify , & seroquel & i am just like wow you are just like me
213	385874013601280000	0	""" : <user> shar 8689 </user> : <user> being un cosmo </user> what did you switch to ? was that effexor you were on ? "" zoloft , pristiq now effexor ."
214	349452004541739008	0	cashflow enterpriser lozenge myob software ? - which measurement software deal ?
215	481887466908315648	1	<user> bored er doc </user> could have used you last week . pt was not please with my , clonidine , hydroxyzine , loperamide solution to her withdrawal issues .
216	506303280226398208	0	thanks to diet pills , chain-smoking , black coffee , water and coconut water , antidepressant , sleeping pills and sibutramine <hashtag> weak </hashtag> <hashtag> i ll </hashtag>
217	354263244694761475	0	for ms , if jc virus positive , is it worth trying to change from tysabri to campath ? thanks !
218	539561421038944256	0	the doctor put me on some antibiotics and gave me a prescription for symbicort
219	342081045937659904	0	""" <user> dd workouts </user> wow , they make prozac , cymbalta , and cialis . did being so close to so many "" "" feel good "" "" drugs make you feel good ? """
220	532567810460098560	0	<user> gwyneth paltrow </user> your mama looks gorgeous in the prolia commercial . i have always <heart> ️ her . <hashtag> moms </hashtag>
221	524514410795388928	0	<user> the uk today </user> remember tamiflu vaccines a huge waste of money driven by hysteria . <repeated> <hashtag> the lies we are told </hashtag>
222	420206255295053824	0	the price of uranium went up ! compare alternate heating & power sources.nuclear is more effient as many countries use it 4 power . pay up . <repeated>
223	438152765143920640	0	latuda will clear up your bipolar disorder . just do not have grapefruit juice or you may go on a killing spree . i love rx disclaimers
224	481498043775463424	0	<user> wendy randolph </user> celebrex , i would never tried it before ( that i remember ) and it is in the same fam w / vioxx which is the only one that has worked
225	354362816913874944	0	the vet put my cat on paxil . he is a cat ! how much anxiety can he have ? ! <repeated> <hashtag> lick my ass or lay in the sun </hashtag>
226	363690016330874880	0	<user> prof tim noakes </user> tim victoza - good for weight loss ?
227	329141456189149184	0	haladol and trazodone time . would be a true all nighter but for probation tomorrow . yep . again .
228	349528425851138052	0	is anyone on <hashtag> ty sabri </hashtag> and using a port ? ! <repeated> is it mandatory to have one ? i have been thinking about changing treatments but that scares me a bit
229	541734624867930113	0	no link found between bladder cancer and use of pioglitazone or rosiglitazone latest publication from diabetologia
230	452512833960677376	0	zender : use mouse liver cancer mouse model and stable rnai to directly conduct in-vivo work on sorafenib sensitizers <hashtag> aacr 14 </hashtag>
231	482031555062149121	0	<user> carlos danger 420 </user> is januvia right for you ?
232	340290380664819713	0	someone should create nicotine infused beer popsicles packaged in lottery tickets . most addicting thing ever .
233	344831258494394368	0	<user> sami_mot in </user> any side effects ? my neuro recommended tysabri as first option but i was scared . went with gilenya
234	341767317392326659	1	<user> me lzter 777 </user> that is how i felt about humira . when it stopped working , i had a whole summer in and out of the hospital
